"","ds","Global_reactive_power","y","kitchen_kwh","laundry_kwh","waterheat_aircond_kwh","Other_kwh","Voltage","Global_intensity"
"1135",4,260.606,43.5250333333333,3.154,4.086,16.039,20.2460333333333,240.827763888889,7.66875
"1136",4,175.238,37.8236666666667,3.496,2.76,11.046,20.5216666666667,241.746173611111,6.60513888888889
"1137",4,147.674,32.1751666666667,1.368,0.455,16.136,14.2161666666667,242.898611111111,5.55
"1138",4,130.93,34.4594,0.526,0.395,16.243,17.2954,243.339479166667,5.90347222222222
"1139",4,148.762,46.0150333333333,2.044,6.403,18.154,19.4140333333333,241.986104166667,7.99013888888889
"1140",4,158.52,35.1705666666667,2.032,0.504,14.987,17.6475666666667,243.249034722222,6.06333333333333
"1141",5,147.674,34.8831666666667,1.488,0.851,18.061,14.4831666666667,243.632805555556,5.97861111111111
"1142",5,235.996,47.3788,3.24,7.544,17.891,18.7038,242.079395833333,8.30722222222222
"1143",5,171.516,29.9866,1.715,1.38,12.569,14.3226,243.402638888889,5.20222222222222
"1144",5,124.784,28.2296333333333,1.111,0.367,14.623,12.1286333333333,243.631743055556,4.85777777777778
"1145",5,131.168,35.9572,0,0.382,21.536,14.0392,243.332819444444,6.14833333333333
"1146",5,183.692,48.3835666666667,2.234,8.423,21.13,16.5965666666667,242.388076388889,8.37
"1147",5,141.848,38.6045,1.074,0.532,23.743,13.2555,242.100791666667,6.64388888888889
"1148",6,142.978,34.9815333333333,0.902,0.474,18.008,15.5975333333333,241.941263888889,6.07541666666667
"1149",6,296.614,45.2164333333333,4.324,2.209,17.857,20.8264333333333,241.092069444444,7.93319444444444
"1150",6,162.466,27.0951333333333,2.736,3.837,5.546,14.9761333333333,242.684472222222,4.72680555555556
"1151",6,139.75,43.0373,1.161,0.431,19.764,21.6813,241.996777777778,7.4075
"1152",6,139.712,40.3488666666667,1.214,0.41,19.769,18.9558666666667,243.150368055556,6.92013888888889
"1153",6,141.622,32.4699333333333,1.219,2.976,12.232,16.0429333333333,242.446763888889,5.61569444444444
"1154",6,124.15,22.8294666666667,0,0.33,9.916,12.5834666666667,244.512381944444,3.90736111111111
"1155",7,132.282,31.5499666666667,1.241,0.312,15.211,14.7859666666667,243.626291666667,5.40805555555556
"1156",7,144.794,39.1926,1.838,5.292,18.71,13.3526,242.889090277778,6.74402777777778
"1157",7,124.672,28.1391666666667,1.225,0.32,13.191,13.4031666666667,243.140444444444,4.83208333333333
"1158",7,131.27,34.9522,3.468,0.332,16.065,15.0872,243.446777777778,6.04236111111111
"1159",7,119.606,29.9626,1.945,0.317,12.82,14.8806,243.753763888889,5.14833333333333
"1160",7,119.56,34.2426666666667,2.294,6.636,10.101,15.2116666666667,242.346819444444,5.94125
"1161",7,140,29.3526,0.965,0.385,14.884,13.1186,243.588194444444,5.03819444444444
"1162",8,135.15,32.5595333333333,2.124,0.397,14.543,15.4955333333333,241.707402777778,5.65416666666667
"1163",8,151.248,33.0621333333333,3.748,0.382,14.47,14.4621333333333,241.788965277778,5.74555555555556
"1164",8,167.458,45.6719,5.905,8.142,17.083,14.5419,240.625375,8.03833333333333
"1165",8,160.624,24.5672666666667,1.393,2.167,10.159,10.8482666666667,240.579493055556,4.315
"1166",8,168.058,24.3546666666667,0,3.001,8.806,12.5476666666667,241.984680555556,4.25458333333333
"1167",8,150.128,31.9046333333333,2.26,1.682,14.315,13.6476333333333,241.465798611111,5.52305555555556
"1168",8,130.878,31.3367333333333,0,0.474,15.12,15.7427333333333,240.983166666667,5.40583333333333
"1169",9,139.31,35.3359333333333,1.146,2.454,14.821,16.9149333333333,240.425631944444,6.13930555555556
"1170",9,152.39,29.4176,3.743,0.441,14.358,10.8756,241.544458333333,5.15083333333333
"1171",9,134.068,11.8611,0,0.487,2.952,8.4221,242.567465277778,2.06125
"1172",9,130.076,21.6454666666667,1.785,0.471,7.115,12.2744666666667,241.822777777778,3.75777777777778
"1173",9,136.396,12.7817666666667,0,0.424,3.605,8.75276666666667,241.752055555556,2.22555555555556
"1174",9,120.934,15.5972333333333,0,0.425,7.221,7.95123333333333,241.2114375,2.73305555555556
"1175",9,125.954,11.3813333333333,0,0.436,2.928,8.01733333333333,242.992291666667,2.00722222222222
"1176",10,135.416,18.8954333333333,1.108,0.351,5.918,11.5184333333333,243.4863125,3.26625
"1177",10,139.558,13.2452,0,0.419,3.97,8.8562,243.031256944444,2.30666666666667
"1178",10,133.948,22.8745333333333,0,4.674,3.679,14.5215333333333,243.551743055556,3.96666666666667
"1179",10,252.338,42.6183,4.214,7.645,15.971,14.7883,243.774583333333,7.42444444444444
"1180",10,168.078,29.3352,0.846,0.397,10.893,17.1992,243.5275,5.08069444444444
"1181",10,130.298,30.3772,1.167,0.375,14.916,13.9192,243.565791666667,5.19694444444444
"1182",10,152.388,32.5181666666667,2.071,0.32,15.706,14.4211666666667,242.681444444444,5.63944444444444
"1183",11,148.71,27.4237333333333,1.691,0.411,14.076,11.2457333333333,243.013534722222,4.72222222222222
"1184",11,265.362,39.7168333333333,2.848,5.534,17.973,13.3618333333333,241.9969375,6.905
"1185",11,200.632,26.1119,3.464,0.918,7.101,14.6289,241.9863125,4.59486111111111
"1186",11,164.312,29.8641666666667,0.778,0.436,15.053,13.5971666666667,242.29575,5.17833333333333
"1187",11,167.736,25.7108333333333,0,0.457,10.083,15.1708333333333,241.540076388889,4.46097222222222
"1188",11,185.748,33.4855,1.136,5.851,13.105,13.3935,241.641333333333,5.82777777777778
"1189",11,166.214,26.0447,1.147,0.57,10.845,13.4827,241.502263888889,4.54736111111111
"1190",12,189.478,27.7230666666667,0,0.596,12.591,14.5360666666667,241.424465277778,4.80597222222222
"1191",12,23.228,2.19553333333333,0,0.025,0.969,1.20153333333333,39.0644930555556,0.381666666666667
"1192",12,86.87,15.2880333333333,1.67,2.807,3.68,7.13103333333333,103.682680555556,2.70222222222222
"1193",12,171.556,26.9765,1.142,0.557,13.859,11.4185,241.358791666667,4.68708333333333
"1194",12,186.634,30.3693666666667,2.892,1.153,13.107,13.2173666666667,241.166298611111,5.37041666666667
"1195",12,209.558,33.2458666666667,1.075,5.832,12.817,13.5218666666667,240.724673611111,5.80194444444444
"1196",12,186.758,27.9980666666667,0,0.611,13.797,13.5900666666667,242.265152777778,4.84319444444444
"1197",13,205.882,27.5214,1.078,0.682,12.547,13.2144,241.504027777778,4.79875
"1198",13,195.092,30.7995,1.067,3.08,12.483,14.1695,240.412569444444,5.39347222222222
"1199",13,260.428,29.9702333333333,1.083,7.895,7.118,13.8742333333333,241.373555555556,5.32388888888889
"1200",13,207.082,27.0456333333333,0,0.636,15.42,10.9896333333333,241.521583333333,4.72638888888889
"1201",13,280.718,31.7742333333333,1.76,0.571,13.765,15.6782333333333,241.084618055556,5.63652777777778
"1202",13,201.578,32.0633666666667,1.067,6.313,12.041,12.6423666666667,240.194173611111,5.66291666666667
"1203",13,144.464,28.124,1.78,0.517,14.393,11.434,241.754159722222,4.87902777777778
"1204",14,152.906,27.4770333333333,0,0.483,13.074,13.9200333333333,242.773520833333,4.73347222222222
"1205",14,206.65,30.0879666666667,1.778,0.648,17.694,9.96796666666667,243.249930555556,5.17097222222222
"1206",14,238.976,28.1731333333333,1.097,0.831,12.687,13.5581333333333,241.747430555556,4.92569444444444
"1207",14,165.42,18.647,1.755,1.436,5.503,9.953,243.655145833333,3.26875
"1208",14,170.614,30.4308666666667,1.154,0.613,12.476,16.1878666666667,242.744111111111,5.25888888888889
"1209",14,184.526,26.6163666666667,1.077,3.44,11.362,10.7373666666667,241.831229166667,4.64541666666667
"1210",14,165.142,27.487,0.145,0.669,13.322,13.351,241.994833333333,4.75902777777778
"1211",15,162.482,20.5558333333333,1.088,0.566,10.595,8.30683333333333,242.582881944444,3.57055555555556
"1212",15,179.52,19.8368,1.044,0.96,8.933,8.8998,241.282861111111,3.48625
"1213",15,175.008,26.7192,5.499,0.554,8.851,11.8152,241.490833333333,4.73375
"1214",15,157.73,23.9904333333333,0.66,0.611,11.949,10.7704333333333,242.006444444444,4.16430555555556
"1215",15,171.14,25.2117333333333,1.097,0.646,13.033,10.4357333333333,241.735125,4.39222222222222
"1216",15,179.198,27.6727333333333,1.132,5.871,9.194,11.4757333333333,241.375611111111,4.84694444444444
"1217",15,167.336,31.2029666666667,2.526,0.658,15.667,12.3519666666667,240.8521875,5.42541666666667
"1218",16,170.38,26.0343666666667,2.837,0.592,12.623,9.98236666666667,241.991833333333,4.55069444444444
"1219",16,149.862,25.9618666666667,0.553,3.124,12.571,9.71386666666667,241.305173611111,4.54805555555556
"1220",16,148.232,24.6017666666667,1.104,0.618,12.55,10.3297666666667,240.681229166667,4.28083333333333
"1221",16,166.404,28.4765666666667,1.23,4.255,13.474,9.51756666666667,241.259819444444,4.96291666666667
"1222",16,175.902,30.5604666666667,1.388,0.719,16.668,11.7854666666667,240.77725,5.33125
"1223",16,158.406,26.3319,0,0.635,12.902,12.7949,241.930041666667,4.55611111111111
"1224",16,186.65,24.3484,1.062,0.653,12.492,10.1414,240.746020833333,4.26597222222222
"1225",17,177.164,19.6756,0,0.623,10.981,8.0716,241.612916666667,3.43527777777778
"1226",17,306.838,25.3069666666667,4.445,1.483,8.223,11.1559666666667,241.516118055556,4.58541666666667
"1227",17,238.99,25.7123666666667,0,2.35,7.595,15.7673666666667,240.661576388889,4.52152777777778
"1228",17,166.42,18.0452666666667,1.038,0.46,7.635,8.91226666666667,241.231381944444,3.16916666666667
"1229",17,162.28,20.849,0,0.545,8.539,11.765,242.075965277778,3.61583333333333
"1230",17,182.684,14.4643,0,0.578,6.035,7.8513,242.519826388889,2.55111111111111
"1231",17,173.714,18.3954,0.012,0.679,8.102,9.6024,242.279173611111,3.19611111111111
"1232",18,208.394,18.6438,2.695,0.659,6.969,8.3208,241.817673611111,3.32291666666667
"1233",18,192.524,22.0026333333333,1.984,4.885,6.751,8.38263333333333,240.647166666667,3.92986111111111
"1234",18,233.98,36.4651666666667,1.858,7.966,14.454,12.1871666666667,240.38825,6.4225
"1235",18,153.192,23.5217,0.98,0.534,11.825,10.1827,237.187243055556,4.15888888888889
"1236",18,154.24,25.2826666666667,0,1.018,12.007,12.2576666666667,236.037027777778,4.5025
"1237",18,129.2,30.0884666666667,2.969,2.194,12.183,12.7424666666667,236.105604166667,5.36513888888889
"1238",18,118.704,21.6541666666667,0,0.301,10.28,11.0731666666667,235.989111111111,3.82222222222222
"1239",19,145.164,27.4000666666667,1.053,0.332,13.602,12.4130666666667,237.495895833333,4.81569444444444
"1240",19,173.222,25.5570333333333,3.569,2.435,10.158,9.39503333333333,241.897020833333,4.48527777777778
"1241",19,205.384,26.1085,2.888,2.636,9.945,10.6395,241.401326388889,4.63847222222222
"1242",19,144.298,24.4648666666667,0,0.403,12.893,11.1688666666667,240.998409722222,4.26013888888889
"1243",19,152.3,26.1894666666667,1.156,0.345,11.418,13.2704666666667,242.383076388889,4.54375
"1244",19,159.798,33.9236333333333,1.036,4.434,16.362,12.0916333333333,241.716625,5.89027777777778
"1245",19,154.176,25.9044333333333,2.124,1.477,10.528,11.7754333333333,242.960472222222,4.48
"1246",20,159.884,28.7024333333333,1.045,0.334,16.764,10.5594333333333,242.067229166667,4.98194444444444
"1247",20,232.944,32.4128666666667,3.347,0.336,13.67,15.0598666666667,242.102715277778,5.70930555555556
"1248",20,164.382,35.0071,3.361,3.922,11.888,15.8361,240.973652777778,6.15444444444444
"1249",20,147.376,27.1363666666667,1.014,0.367,15.344,10.4113666666667,241.360270833333,4.72319444444444
"1250",20,149.652,23.6864,0,0.37,11.677,11.6394,241.520875,4.11833333333333
"1251",20,151.254,23.7792,2.122,0.659,9.864,11.1342,241.601041666667,4.17625
"1252",20,139.14,19.2316333333333,0,0.369,10.101,8.76163333333333,242.450784722222,3.35527777777778
"1253",21,167.694,21.5732666666667,1.073,0.381,10.113,10.0062666666667,241.759048611111,3.79777777777778
"1254",21,212.698,34.9295333333333,2.278,2.441,17.454,12.7565333333333,239.553104166667,6.15652777777778
"1255",21,253.1,24.7926,0.864,0.416,9.541,13.9716,240.690347222222,4.39805555555556
"1256",21,228.04,22.3555333333333,1.875,2.467,7.746,10.2675333333333,241.035097222222,3.97111111111111
"1257",21,203.866,19.9771,0.474,0.451,10.439,8.6131,240.263048611111,3.59097222222222
"1258",21,241.61,23.1314,0.914,4.5,8.53,9.1874,239.543194444444,4.185
"1259",21,195.836,22.0557,0.932,0.443,10.669,10.0117,239.920951388889,3.91125
"1260",22,162.47,23.3027333333333,1.02,0.413,11.616,10.2537333333333,240.039576388889,4.09902777777778
"1261",22,205.612,34.1634666666667,4.057,0.4,16.635,13.0714666666667,240.201708333333,6.04055555555556
"1262",22,176.892,27.7616666666667,2.405,2.976,9.708,12.6726666666667,240.467013888889,4.90208333333333
"1263",22,145.874,22.3410333333333,1.71,2.171,10.461,7.99903333333333,240.690208333333,3.97305555555556
"1264",22,136.97,21.1494,0.97,0.4,11.858,7.9214,240.540277777778,3.71819444444444
"1265",22,129.238,16.3483,0,0.656,8.454,7.2383,240.336458333333,2.91583333333333
"1266",22,164.036,23.2364333333333,2.916,0.451,12.304,7.56543333333333,240.244506944444,4.15416666666667
"1267",23,185.244,23.6759,1.695,0.397,12.517,9.0669,240.279638888889,4.20333333333333
"1268",23,293.99,33.4940666666667,10.932,1.253,12.223,9.08606666666667,241.100381944444,6.09513888888889
"1269",23,291.186,29.1132,7.609,0.574,11.365,9.5652,241.421618055556,5.28819444444444
"1270",23,184.11,16.8680333333333,1.821,0.488,6.737,7.82203333333333,242.331048611111,3.03291666666667
"1271",23,198.334,22.7005666666667,1.513,0.821,11.374,8.99256666666667,241.076854166667,4.03375
"1272",23,182.534,25.5780333333333,2.774,4.269,8.255,10.2800333333333,241.186736111111,4.54472222222222
"1273",23,173.226,20.2531666666667,0,0.474,10.87,8.90916666666667,241.694444444444,3.59152777777778
"1274",24,218.57,24.5112,3.439,0.468,11.728,8.8762,241.453291666667,4.4125
"1275",24,271.75,32.9073666666667,2.705,3.659,16.202,10.3413666666667,240.354194444444,5.84736111111111
"1276",24,253.716,27.9059333333333,4.922,2.516,9.096,11.3719333333333,241.202923611111,5.06
"1277",24,178.64,20.2997333333333,0.958,0.473,10.336,8.53273333333333,241.616833333333,3.61375
"1278",24,179.096,20.3994333333333,0,0.488,10.144,9.76743333333333,240.903298611111,3.62291666666667
"1279",24,183.078,29.4682,1.875,4.999,10.336,12.2582,240.751381944444,5.18375
"1280",24,168.268,17.1336333333333,0,0.488,8.51,8.13563333333333,240.427090277778,3.05097222222222
"1281",25,171.418,22.2052666666667,0.977,0.454,11.977,8.79726666666667,240.523409722222,3.94597222222222
"1282",25,210.808,23.6036666666667,2.385,1.803,9.554,9.86166666666667,241.703638888889,4.21416666666667
"1283",25,144.08,27.8758333333333,1.021,4.195,12.337,10.3228333333333,240.307833333333,4.92444444444444
"1284",25,169.68,27.6815,3.824,3.525,11.179,9.1535,240.953993055556,4.94763888888889
"1285",25,209.434,25.3431333333333,0.968,6.176,9.23,8.96913333333333,240.684923611111,4.58166666666667
"1286",25,296.482,24.0344,5.74,1.5,10.188,6.6064,239.998583333333,4.38319444444444
"1287",25,230.782,18.263,0.973,0.883,8.09,8.317,240.809486111111,3.27458333333333
"1288",26,218.734,18.3239666666667,0,0.689,10.466,7.16896666666667,240.530548611111,3.32111111111111
"1289",26,294.49,16.3603333333333,0.921,1.221,7.939,6.27933333333333,241.494861111111,3.00263888888889
"1290",26,304.71,18.9994,2.665,0.764,7.69,7.8804,239.947479166667,3.48527777777778
"1291",26,280.888,24.5223333333333,0,0.809,12.516,11.1973333333333,240.429013888889,4.3725
"1292",26,322.932,22.8001333333333,1.746,1.98,8.263,10.8111333333333,240.341166666667,4.16083333333333
"1293",26,238.588,23.0689333333333,0.398,0.806,5.214,16.6509333333333,240.610958333333,4.09375
"1294",26,288.452,22.4833666666667,0.877,0.921,7.438,13.2473666666667,239.314215277778,4.05194444444444
"1295",27,297.298,19.0154666666667,0.822,0.932,6.337,10.9244666666667,239.630118055556,3.495
"1296",27,314.906,18.6679,0,0.968,6.151,11.5489,241.336277777778,3.42125
"1297",27,280.146,25.6348,0.86,0.804,6.597,17.3738,240.334465277778,4.56180555555556
"1298",27,233.846,18.5665,0.841,0.837,6.913,9.9755,241.1825625,3.33138888888889
"1299",27,192.292,16.7655666666667,0,0.771,8.451,7.54356666666667,240.529701388889,3.00569444444444
"1300",27,209.536,13.9131333333333,0.879,0.76,5.762,6.51213333333333,240.657451388889,2.54666666666667
"1301",27,246.894,20.2108666666667,0.857,1.35,8.459,9.54486666666667,240.304125,3.62944444444444
"1302",28,314.074,18.0579666666667,0,0.625,5.356,12.0769666666667,240.792506944444,3.32319444444444
"1303",28,281.282,19.2417333333333,0.907,1.24,8.921,8.17373333333333,240.062520833333,3.51027777777778
"1304",28,302.624,19.8928666666667,0.848,0.594,7.781,10.6698666666667,239.773951388889,3.64805555555556
"1305",28,285.912,18.4929,1.724,0.646,6.444,9.6789,240.218645833333,3.39722222222222
"1306",28,287.722,23.0352333333333,2.273,2.826,7.894,10.0422333333333,240.494791666667,4.24041666666667
"1307",28,248.48,23.4912,1.064,0.598,7.575,14.2542,240.341916666667,4.26055555555556
"1308",28,192.324,27.2636,1.108,2.179,8.203,15.7736,240.366909722222,4.79194444444444
"1309",29,196.728,13.6676,0,0.568,3.854,9.2456,241.154347222222,2.48708333333333
"1310",29,181.35,13.4392,0,0.541,6.094,6.8042,241.184208333333,2.42416666666667
"1311",29,169.93,13.5339666666667,0,0.498,3.943,9.09296666666667,241.450201388889,2.41763888888889
"1312",29,192.498,13.3526333333333,0,0.549,6.105,6.69863333333333,241.849555555556,2.395
"1313",29,218.46,14.2637333333333,0.009,0.55,5.178,8.52673333333333,241.648986111111,2.56847222222222
"1314",29,244.246,17.7361,2.03,0.585,6.178,8.9431,241.720805555556,3.20486111111111
"1315",29,311.284,19.4074333333333,0,2.151,5.604,11.6524333333333,241.189784722222,3.50111111111111
"1316",30,285.28,19.6026333333333,0.897,2.106,8.295,8.30463333333333,239.882916666667,3.52333333333333
"1317",30,285.854,15.3611333333333,0,2.096,3.892,9.37313333333333,240.296868055556,2.78611111111111
"1318",30,258.166,18.8401666666667,0,3.732,7.549,7.55916666666667,240.279479166667,3.36861111111111
"1319",30,177.86,14.7358333333333,0,2.246,4.147,8.34283333333333,240.937631944444,2.65833333333333
"1320",30,174.73,15.8726666666667,0.907,0.523,4.042,10.4006666666667,239.630097222222,2.82694444444444
"1321",30,182.866,14.3775666666667,0.801,0.544,7.232,5.80056666666667,240.306256944444,2.58347222222222
"1322",30,177.266,9.15173333333333,0,0.537,4.158,4.45673333333333,240.384534722222,1.68972222222222
"1323",31,172.854,9.18766666666667,0,0.534,4.087,4.56666666666667,240.049083333333,1.69513888888889
"1324",31,181.73,9.2436,0,0.548,4.272,4.4236,239.680854166667,1.71597222222222
"1325",31,184.49,9.26106666666667,0,0.558,4.263,4.44006666666667,239.801305555556,1.72055555555556
"1326",31,183.244,9.15803333333333,0,0.536,4.191,4.43103333333333,240.897354166667,1.70083333333333
"1327",31,177.116,10.2535333333333,0,0.527,4.096,5.63053333333333,241.501701388889,1.85305555555556
"1328",31,179.432,9.05593333333333,0,0.532,4.116,4.40793333333333,241.397951388889,1.67222222222222
"1329",31,173.68,8.89126666666667,0,0.517,4.013,4.36126666666667,241.859388888889,1.63458333333333
"1330",32,164.584,8.74576666666667,0,0.507,3.947,4.29176666666667,240.953236111111,1.60361111111111
"1331",32,168.026,8.79126666666667,0,0.52,3.968,4.30326666666667,241.325048611111,1.61805555555556
"1332",32,168.092,8.80766666666667,0,0.526,3.958,4.32366666666667,240.734465277778,1.62347222222222
"1333",32,171.492,8.91773333333333,0,0.515,4.042,4.36073333333333,241.069263888889,1.63847222222222
"1334",32,181.808,9.0793,0,0.525,4.141,4.4133,241.954666666667,1.66486111111111
"1335",32,176.064,9.03336666666667,0,0.542,4.118,4.37336666666667,240.542868055556,1.67166666666667
"1336",32,169.098,8.8283,0,0.514,3.982,4.3323,240.794930555556,1.62375
"1337",33,165.538,8.9049,0,0.508,4.097,4.2999,240.991159722222,1.63458333333333
"1338",33,160.51,9.23783333333333,0,0.512,4.471,4.25483333333333,241.165875,1.68347222222222
"1339",33,206.77,17.5997666666667,0,4.361,5.282,7.95676666666667,241.686625,3.16138888888889
"1340",33,185.016,18.8288333333333,1.53,0.463,7.328,9.50783333333333,241.076958333333,3.4175
"1341",33,138.356,16.3033666666667,0.94,0.741,5.488,9.13436666666667,211.202861111111,2.88569444444444
"1342",33,0,0,0,0,0,0,0,0
"1343",33,0,0,0,0,0,0,0,0
"1344",34,0,0,0,0,0,0,0,0
"1345",34,0,0,0,0,0,0,0,0
"1346",34,24.648,1.55563333333333,0,0.054,0.3,1.20163333333333,25.6145972222222,0.285694444444444
"1347",34,206.796,12.7609666666667,0,0.565,6.106,6.08996666666667,242.045423611111,2.32791666666667
"1348",34,175.458,12.0491333333333,0,0.541,5.712,5.79613333333333,241.608159722222,2.25486111111111
"1349",34,161.132,16.3401333333333,0.969,0.522,8.959,5.89013333333333,241.116305555556,2.94486111111111
"1350",34,178.094,12.6208666666667,0,0.538,5.078,7.00486666666667,241.8138125,2.30055555555556
"1351",35,304.318,33.8441666666667,0.93,7.583,12.707,12.6241666666667,240.859458333333,5.99402777777778
"1352",35,237.504,24.0476,2.086,0.549,12.983,8.4296,242.565861111111,4.28180555555556
"1353",35,191.694,27.808,3.005,0.534,13.095,11.174,241.007944444444,4.93777777777778
"1354",35,180.656,24.9133666666667,0.94,1.47,11.79,10.7133666666667,241.374395833333,4.3825
"1355",35,168.46,22.7517666666667,2.099,1.723,7.958,10.9717666666667,241.192388888889,4.10347222222222
"1356",35,180.18,26.5553,1.947,1.194,13.99,9.4243,241.262840277778,4.69166666666667
"1357",35,170.312,23.2082,0.929,0.5,11.785,9.9942,240.943715277778,4.08875
"1358",36,168.596,22.4402333333333,0.94,0.523,9.747,11.2302333333333,240.533673611111,3.97347222222222
"1359",36,218.024,29.064,2.605,0.734,13.241,12.484,241.101944444444,5.17347222222222
"1360",36,187.01,22.0503,1.609,2.732,7.471,10.2383,242.140604166667,3.96375
"1361",36,161.204,23.7146,3.164,0.532,10.174,9.8446,241.84175,4.20694444444444
"1362",36,167.962,24.1975666666667,1.929,0.922,11.829,9.51756666666667,241.275159722222,4.30708333333333
"1363",36,171.182,21.7302,0.001,0.495,7.478,13.7562,240.984006944444,3.87208333333333
"1364",36,167.954,20.6452333333333,1.813,2.128,7.016,9.68823333333333,240.603215277778,3.70166666666667
"1365",37,200.052,22.1351333333333,0.966,0.654,10.773,9.74213333333333,241.818201388889,3.92152777777778
"1366",37,235.63,24.3885,0.93,1.427,8.996,13.0355,241.67075,4.31194444444444
"1367",37,201.358,26.8682,1.805,2.08,8.891,14.0922,241.619722222222,4.75569444444444
"1368",37,189.798,17.9386666666667,1.301,0.798,6.71,9.12966666666667,241.155270833333,3.24111111111111
"1369",37,197.004,23.8446333333333,1.874,2.705,10.27,8.99563333333333,240.941319444444,4.23736111111111
"1370",37,219.558,16.4349,0,0.898,6.018,9.5189,241.296777777778,2.95319444444444
"1371",37,171.35,22.3289666666667,1.038,0.739,10.31,10.2419666666667,240.411770833333,3.93402777777778
"1372",38,196.642,24.9601333333333,1.954,5.496,9.727,7.78313333333333,240.814875,4.42777777777778
"1373",38,161.978,20.7991,0.982,0.754,11.779,7.2841,241.559076388889,3.66236111111111
"1374",38,147.406,15.3266666666667,0,1.307,5.156,8.86366666666667,241.711305555556,2.71152777777778
"1375",38,195.214,28.0472,3.323,0.766,13.262,10.6962,241.493736111111,4.98597222222222
"1376",38,179.714,18.5229333333333,0,0.679,7.969,9.87493333333333,240.918645833333,3.31152777777778
"1377",38,188.33,25.1732333333333,2.472,1.167,11.768,9.76623333333333,240.655027777778,4.46805555555556
"1378",38,164.938,24.1643666666667,1.021,0.755,12.002,10.3863666666667,240.7245,4.22777777777778
"1379",39,185.256,22.1332,1.739,0.773,8.666,10.9552,240.588722222222,3.92361111111111
"1380",39,28.524,1.76676666666667,0,0.15,0.896,0.720766666666667,39.4603680555556,0.318333333333333
"1381",39,0,0,0,0,0,0,0,0
"1382",39,0,0,0,0,0,0,0,0
"1383",39,25.84,7.84043333333333,0.944,0.181,0.902,5.81343333333333,47.8822916666667,1.36569444444444
"1384",39,139.41,28.0737666666667,1.579,0.648,13.047,12.7997666666667,241.223409722222,4.87916666666667
"1385",39,153.236,20.8046333333333,0,0.771,7.988,12.0456333333333,242.307791666667,3.60416666666667
"1386",40,157.784,25.0803333333333,1.752,0.724,11.307,11.2973333333333,240.801979166667,4.37263888888889
"1387",40,166.086,32.0542333333333,3.972,0.741,13.532,13.8092333333333,240.703458333333,5.58430555555556
"1388",40,202.814,30.5114,5,2.564,7.738,15.2094,241.932840277778,5.39847222222222
"1389",40,187.584,29.5993333333333,1.709,0.722,8.252,18.9163333333333,240.621458333333,5.19791666666667
"1390",40,212.642,30.9104,0,3.012,12.037,15.8614,239.919,5.42208333333333
"1391",40,140.568,21.9242666666667,1.016,0.527,8.055,12.3262666666667,241.27625,3.81555555555556
"1392",40,180.096,30.1659,2.159,0.543,12.666,14.7979,241.605236111111,5.28763888888889
"1393",41,200.616,25.1742666666667,0.964,0.71,9.927,13.5732666666667,240.982194444444,4.43347222222222
"1394",41,254.02,26.863,0.959,1.585,13.132,11.187,240.1984375,4.74097222222222
"1395",41,327.446,33.3150666666667,3.325,0.773,10.297,18.9200666666667,240.342347222222,5.91819444444444
"1396",41,268.53,27.0431666666667,1.007,5.006,8.734,12.2961666666667,239.926194444444,4.82041666666667
"1397",41,170.268,26.3282,1.104,0.78,9.812,14.6322,240.260673611111,4.68138888888889
"1398",41,172.644,34.5647666666667,1.988,0.611,16.593,15.3727666666667,240.799319444444,6.01583333333333
"1399",41,215.944,35.5853666666667,2.583,2.441,14.239,16.3223666666667,240.903215277778,6.26111111111111
"1400",42,201.54,26.6054,0.712,0.827,10.786,14.2804,240.794944444444,4.68833333333333
"1401",42,167.938,16.6669,0,0.645,7.656,8.3659,241.917493055556,2.93611111111111
"1402",42,185.494,17.4563666666667,0.995,0.666,4.681,11.1143666666667,242.275826388889,3.06402777777778
"1403",42,261.184,45.2314,2.234,10.218,16.382,16.3974,241.816180555556,7.90333333333333
"1404",42,219.57,32.0996333333333,1.025,4.11,9.461,17.5036333333333,241.912784722222,5.65305555555556
"1405",42,162.564,28.7994,2.154,0.69,10.33,15.6254,242.248125,5.03361111111111
"1406",42,181.434,22.5866333333333,0.755,0.691,6.757,14.3836333333333,243.472423611111,3.94680555555556
"1407",43,148.522,27.8148666666667,1.106,0.478,12.697,13.5338666666667,242.798201388889,4.78319444444444
"1408",43,213.112,38.2206,3.737,3.883,13.465,17.1356,242.243534722222,6.68972222222222
"1409",43,269.592,39.8832,1.982,7.573,13.238,17.0902,243.020972222222,6.97319444444444
"1410",43,159.328,19.3882,0,0.541,6.748,12.0992,242.406152777778,3.39222222222222
"1411",43,173.266,15.7650666666667,0,2.488,4.989,8.28806666666667,244.890958333333,2.75041666666667
"1412",43,153.832,21.0046333333333,0,2.058,8.269,10.6776333333333,246.108708333333,3.62291666666667
"1413",43,187.24,24.3887666666667,1.103,2.627,9.087,11.5717666666667,246.253895833333,4.20013888888889
"1414",44,195.72,20.0737,1.075,0.726,3.911,14.3617,245.743104166667,3.51194444444444
"1415",44,195.32,35.8783333333333,2.353,0.614,15.303,17.6083333333333,243.267368055556,6.22902777777778
"1416",44,208.082,24.6071666666667,1.43,0.678,5.589,16.9101666666667,245.495277777778,4.23513888888889
"1417",44,187.086,23.053,0,0.634,8.746,13.673,246.379597222222,3.93763888888889
